name,picture,position,overall,pace,acceleration,sprintSpeed,shooting,positioning,finishing,shotPower,longShot,volleys,penalties,passing,vision,crossing,freeKickAccuracy,shortPassing,longPassing,curve,dribbling,agility,balance,reaction,ballControl,subDribbling,composure,defending,interceptions,headingAccuracy,defAwareness,standingTackle,slidingTackle,physicality,jumping,stamina,strength,aggression,cardPicture,nation,nationFlag,club,clubLogo,league,foot,age,height,weight,attWorkRate,defWorkRate,playStyle,playStyleIcon,fifaVersion,diving,handling,kicking,reflexes
Trent Alexander-Arnold,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231281.png.adapt.50w.png,RB,86,76,73,79,69,78,62,82,75,63,55,90,90,93,85,88,91,87,79,72,72,84,84,78,82,80,83,69,79,83,78,73,74,89,66,69,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/231281.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Right,25,"180CM / 5'11""FT",69KG / 152LBS,High,Medium,LONG BALL PASS,https://images.ctfassets.net/rs6bgs1g8dbr/1l54t1VJEMGOjIs5048uou/5a82f29d1d0323f9d2bc0ec88a97a514/passing_lob_pass_master_plus.png,Fifa24,,,,
Ronald Araujo,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253163.png.adapt.50w.png,CB,86,79,71,85,51,56,56,61,35,38,43,65,59,58,45,76,66,47,62,56,55,84,68,55,76,86,85,85,86,86,86,84,90,73,87,87,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/253163.png.adapt.265w.png,Uruguay,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,25,"188CM / 6'2""FT",79KG / 174LBS,Medium,High,BLOCK,https://images.ctfassets.net/rs6bgs1g8dbr/6CrNsOWFQG5Z1ww1ppijTA/53438c3b35f6d5a3f2a127cf18a49669/defending_brick_wall_plus.png,Fifa24,,,,
Nicolò Barella,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224232.png.adapt.50w.png,CM,86,78,79,78,78,83,78,77,79,80,73,82,83,79,67,86,83,79,85,90,90,89,87,81,86,78,83,53,80,79,81,80,73,94,73,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/224232.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Inter,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,Serie A TIM,Right,27,"175CM / 5'9""FT",68KG / 150LBS,High,High,RELENTLESS,https://images.ctfassets.net/rs6bgs1g8dbr/3NZgHhXOl7LlUmWvaBAR03/045eb8a726dd5c7848fa2ac9c60238a3/physical_relentless_plus.png,Fifa24,,,,
Jude Bellingham,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p252371.png.adapt.50w.png,CM,86,76,77,75,75,79,77,78,74,71,57,79,84,66,49,87,86,73,85,81,79,86,85,86,81,78,82,69,77,79,77,82,79,93,75,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/252371.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Right,21,"186CM / 6'1""FT",75KG / 165LBS,High,High,RELENTLESS,https://images.ctfassets.net/rs6bgs1g8dbr/3NZgHhXOl7LlUmWvaBAR03/045eb8a726dd5c7848fa2ac9c60238a3/physical_relentless_plus.png,Fifa24,,,,
João Cancelo,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210514.png.adapt.50w.png,LB,86,81,86,77,73,81,69,80,79,62,52,85,85,87,69,87,79,87,84,79,78,84,86,85,85,80,81,72,79,83,79,72,80,88,62,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/210514.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,30,"182CM / 6'0""FT",74KG / 163LBS,High,Low,WHIPPED PASS,https://images.ctfassets.net/rs6bgs1g8dbr/5j1c9rMtVKRh0MUtE8cBrJ/b28c692dd52a407c7f63921b9f8b0cdc/passing_whipped_crosses.png,Fifa24,,,,
Rafael Leão,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241721.png.adapt.50w.png,LW,86,93,93,93,80,84,84,80,74,74,63,75,75,78,60,80,63,80,87,85,80,84,87,89,83,27,24,65,22,24,21,76,85,77,80,60,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/241721.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Milan,https://images.ctfassets.net/rs6bgs1g8dbr/7nRlsjHakEJMpKZxrLkdF0/da5ac4e7fe717599c433e647c7f5500e/47.png,Serie A TIM,Right,25,"188CM / 6'2""FT",81KG / 179LBS,Medium,Low,RAPID,https://images.ctfassets.net/rs6bgs1g8dbr/2uAdMLzeN3fxNTEkiX1bCG/78726fff0d3e14b95d967ae25db81905/ball_control_speed_dribbler_plus.png,Fifa24,,,,
Matthijs de Ligt,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235243.png.adapt.50w.png,CB,86,66,62,70,61,44,50,84,75,45,40,64,45,52,55,79,78,48,68,53,62,85,73,65,82,85,82,85,87,85,88,86,88,75,91,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/235243.png.adapt.265w.png,Holland,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Right,24,"189CM / 6'2""FT",89KG / 196LBS,Medium,High,SLIDE TACKLE,https://images.ctfassets.net/rs6bgs1g8dbr/2lIweXHXSdEpvm4EMoiDMP/b39109af491195a3da1fd67f6a4ef90e/defending_slide_tackler_plus.png,Fifa24,,,,
Ousmane Dembélé,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231443.png.adapt.50w.png,RW,86,93,94,93,77,80,75,83,76,76,75,81,83,86,64,80,76,82,87,90,81,80,87,89,81,36,36,43,42,30,33,57,65,68,52,54,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/231443.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Left,27,"178CM / 5'10""FT",67KG / 148LBS,High,Medium,RAPID,https://images.ctfassets.net/rs6bgs1g8dbr/2uAdMLzeN3fxNTEkiX1bCG/78726fff0d3e14b95d967ae25db81905/ball_control_speed_dribbler_plus.png,Fifa24,,,,
Cristiano Ronaldo,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p20801.png.adapt.50w.png,ST,86,77,73,80,88,90,87,92,85,83,90,75,76,76,75,76,70,79,80,76,61,87,86,77,92,34,29,87,24,32,24,74,93,77,76,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/20801.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Al Nassr,https://images.ctfassets.net/rs6bgs1g8dbr/6pdPIXvFbvouaHUFBuw4dR/78a10831c91e580f42f78105f49c0e19/112139.png,ROSHN Saudi League,Right,39,"187CM / 6'2""FT",85KG / 187LBS,High,Low,POWER SHOT,https://images.ctfassets.net/rs6bgs1g8dbr/59h9JTXYLEHBd1GcRv5kYU/1e3de40be539af6a78513ea99826ac75/finishing_power_shot_plus.png,Fifa24,,,,
Paulo Dybala,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p211110.png.adapt.50w.png,CF,86,80,84,76,85,82,83,84,89,90,87,85,91,82,88,86,79,89,90,88,90,79,93,90,79,40,42,58,32,41,39,60,73,72,60,43,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/211110.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Roma FC,https://images.ctfassets.net/rs6bgs1g8dbr/6fghPzAMps83NDeTwdPRkw/be386fcf63186c7a7a9733e4bda73e67/114912.png,Serie A TIM,Left,30,"177CM / 5'10""FT",75KG / 165LBS,High,Low,FLAIR,https://images.ctfassets.net/rs6bgs1g8dbr/2qZufTB6YHpTOuil3dugxB/3fd49c8dac01d6032732918eb90b8412/ball_control_flair_plus.png,Fifa24,,,,
Éder Militão,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p240130.png.adapt.50w.png,CB,86,85,82,88,50,64,48,62,42,34,60,69,59,69,40,78,76,60,71,70,62,85,72,70,74,86,86,87,86,87,85,82,92,85,79,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/240130.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Right,26,"186CM / 6'1""FT",78KG / 172LBS,Medium,High,POWER HEADER,https://images.ctfassets.net/rs6bgs1g8dbr/5zsUhtmr76X1fgAGf4wGFZ/778178591c1f3e3418f344974444c716/finishing_power_header.png,Fifa24,,,,
Pedri,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251854.png.adapt.50w.png,CM,86,78,81,76,69,79,72,68,68,56,53,82,88,68,62,88,86,79,88,88,90,87,88,87,87,70,73,50,68,77,65,74,73,87,73,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/251854.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,21,"174CM / 5'9""FT",60KG / 132LBS,High,High,TIKI TAKA,https://images.ctfassets.net/rs6bgs1g8dbr/5jLNq8IEynU1C2TvcGIq8V/ef0e4631cc4335d8cbc3d04ed97ec8b1/passing_tiki_taka_master_plus.png,Fifa24,,,,
İlkay Gündoğan,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p186942.png.adapt.50w.png,CM,86,62,65,60,81,84,82,79,80,75,80,84,86,77,80,88,84,86,86,77,77,86,91,86,87,72,75,50,77,75,67,73,67,75,73,70,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/186942.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,33,"180CM / 5'11""FT",80KG / 176LBS,High,Medium,INCISIVE PASS,https://images.ctfassets.net/rs6bgs1g8dbr/3Ojc5NCuluO18kgVKoYu3W/0eeb769eb0b80b309047e780cbcc799d/passing_pass_into_space.png,Fifa24,,,,
N'Golo Kanté,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p215914.png.adapt.50w.png,CDM,86,69,74,64,65,72,64,71,65,56,54,73,77,68,49,80,74,49,80,78,92,89,81,78,84,85,88,54,88,90,85,77,70,84,70,89,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/215914.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Al Ittihad,https://images.ctfassets.net/rs6bgs1g8dbr/32brl7qEWjOx60OUCK8XQl/35a4a59a1b0839d0aa4bdafa86a0a334/607.png,ROSHN Saudi League,Right,33,"168CM / 5'6""FT",70KG / 154LBS,Medium,High,INTERCEPT,https://images.ctfassets.net/rs6bgs1g8dbr/2c2XOCtXmkR2awbH94aUdI/72957e476317ff78d22c2676c2b19830/defending_intercepter_plus.png,Fifa24,,,,
Toni Kroos,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p182521.png.adapt.50w.png,CM,86,51,55,48,80,74,76,89,85,82,73,90,89,88,84,92,92,86,81,63,71,88,88,80,88,70,80,58,71,70,60,71,61,75,72,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/182521.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Right,34,"183CM / 6'0""FT",76KG / 168LBS,Medium,Medium,LONG BALL PASS,https://images.ctfassets.net/rs6bgs1g8dbr/1l54t1VJEMGOjIs5048uou/5a82f29d1d0323f9d2bc0ec88a97a514/passing_lob_pass_master_plus.png,Fifa24,,,,
Khvicha Kvaratskhelia,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247635.png.adapt.50w.png,LW,86,84,83,84,80,84,82,78,83,64,65,81,86,78,65,83,76,82,87,85,73,84,88,89,82,41,40,62,38,39,34,71,77,79,70,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/247635.png.adapt.265w.png,Georgia,https://images.ctfassets.net/rs6bgs1g8dbr/3ihUb81UFfinWvIolyQwUe/6880637cda44d96f510b30dfd13225fe/f_20.png,Napoli FC,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,Serie A TIM,Right,23,"183CM / 6'0""FT",70KG / 154LBS,Medium,Medium,FINESSE SHOT,https://images.ctfassets.net/rs6bgs1g8dbr/5N6V8NZsk3z09dtoa19lWJ/3c2cbeedcf3878257d969ffc9507b5b5/finishing_finesse_shot.png,Fifa24,,,,
Riyad Mahrez,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204485.png.adapt.50w.png,RM,86,79,84,75,81,84,81,82,82,76,73,81,84,80,80,83,75,85,89,91,88,84,91,89,81,38,39,56,45,31,22,60,71,75,57,48,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/204485.png.adapt.265w.png,Algeria,https://images.ctfassets.net/rs6bgs1g8dbr/upLf2W4ZmMbG82nBY8MYx/46eed0086e8236748e71cd182f288628/f_97.png,Al Ahli,https://images.ctfassets.net/rs6bgs1g8dbr/4UWJkwke55Yti7X5vE1eyg/f2eafbc97eeca6b5f6b8109bd9bb6ca1/112387.png,ROSHN Saudi League,Left,33,"179CM / 5'10""FT",67KG / 148LBS,Medium,Medium,FIRST TOUCH,https://images.ctfassets.net/rs6bgs1g8dbr/2lj4TyShp90ZUBNn3W2Bg0/0b41437735a3da82d899c5fac50fe55d/ball_control_trap_master_plus.png,Fifa24,,,,
Sadio Mané,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208722.png.adapt.50w.png,CF,86,85,84,85,83,85,85,85,78,75,75,79,83,78,64,83,71,77,87,87,88,88,86,87,84,44,35,79,42,42,38,74,85,79,70,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/208722.png.adapt.265w.png,Senegal,https://images.ctfassets.net/rs6bgs1g8dbr/5B0z6tiJgq5DMYfouICdbA/c4105a8c37117e3261ed998769f43c0d/f_136.png,Al Nassr,https://images.ctfassets.net/rs6bgs1g8dbr/6pdPIXvFbvouaHUFBuw4dR/78a10831c91e580f42f78105f49c0e19/112139.png,ROSHN Saudi League,Right,32,"174CM / 5'9""FT",69KG / 152LBS,Medium,Medium,RAPID,https://images.ctfassets.net/rs6bgs1g8dbr/4oeFQPAL2YlWlMy3qdhFb8/7a0840c4435e2e4374ef5c0d44b0d21b/ball_control_speed_dribbler.png,Fifa24,,,,
Sergej Milinković-Savić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p223848.png.adapt.50w.png,CM,86,68,66,70,80,82,82,83,81,74,59,82,83,71,78,86,86,81,82,62,63,84,87,85,84,79,79,86,78,79,74,86,88,91,87,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/223848.png.adapt.265w.png,Serbia,https://images.ctfassets.net/rs6bgs1g8dbr/2FEGjkYVxKR5rKjPaAEmOS/15cdaa7df795b3ed40e120fa84b11cab/f_51.png,Al Hilal,https://images.ctfassets.net/rs6bgs1g8dbr/02bPbSDxkDY1QUaq12Pum/4f448f233b5bb601ca0f490a3273a85f/605.png,ROSHN Saudi League,Right,29,"192CM / 6'4""FT",95KG / 209LBS,High,Medium,POWER HEADER,https://images.ctfassets.net/rs6bgs1g8dbr/5zsUhtmr76X1fgAGf4wGFZ/778178591c1f3e3418f344974444c716/finishing_power_header.png,Fifa24,,,,
Jamal Musiala,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p256790.png.adapt.50w.png,CAM,86,85,84,86,75,81,79,73,75,70,55,76,82,67,51,82,77,69,91,93,92,86,89,94,84,63,65,49,64,63,68,61,65,78,53,59,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/256790.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Right,21,"184CM / 6'0""FT",72KG / 159LBS,Medium,Medium,TECHNICAL,https://images.ctfassets.net/rs6bgs1g8dbr/4X3u0I9bUnjjUeReja5LU3/8c8e215adb66954c070c3a742b13126b/ball_control_technical_dribbler_plus.png,Fifa24,,,,
Christopher Nkunku,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232411.png.adapt.50w.png,CF,86,82,81,82,81,86,86,79,78,70,67,83,84,81,80,85,80,82,88,88,90,85,88,89,81,62,64,61,62,64,54,67,74,78,64,59,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/232411.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Chelsea,https://images.ctfassets.net/rs6bgs1g8dbr/35O3tttUOKlhM7jTGWLbIo/3bb0b1101ca12fb75b5abe817ed269f0/5.png,Premier League,Right,26,"175CM / 5'9""FT",73KG / 161LBS,Medium,Medium,FINESSE SHOT,https://images.ctfassets.net/rs6bgs1g8dbr/5N6V8NZsk3z09dtoa19lWJ/3c2cbeedcf3878257d969ffc9507b5b5/finishing_finesse_shot.png,Fifa24,,,,
Parejo,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189513.png.adapt.50w.png,CM,86,49,53,46,83,81,83,81,88,72,88,90,90,86,91,92,90,88,80,62,72,79,86,81,85,73,80,61,72,73,71,69,66,75,70,59,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/189513.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Villarreal CF,https://images.ctfassets.net/rs6bgs1g8dbr/3y3OGbu5WclNna6ZHH7ADb/ef5b5a20dc35437e1e9232064b8b0ed0/483.png,LALIGA EA SPORTS,Right,35,"182CM / 6'0""FT",74KG / 163LBS,Medium,Medium,LONG BALL PASS,https://images.ctfassets.net/rs6bgs1g8dbr/1l54t1VJEMGOjIs5048uou/5a82f29d1d0323f9d2bc0ec88a97a514/passing_lob_pass_master_plus.png,Fifa24,,,,
Andrew Robertson,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216267.png.adapt.50w.png,LB,86,80,82,78,61,80,55,76,65,32,55,82,82,87,71,82,76,82,81,75,74,85,83,81,83,81,83,67,82,83,81,77,77,95,65,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216267.png.adapt.265w.png,Scotland,https://images.ctfassets.net/rs6bgs1g8dbr/7eFwNyL2kYdVCHj8wqEySc/26c7e6057100962e21ec2866af986f20/f_42.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Left,30,"178CM / 5'10""FT",64KG / 141LBS,High,High,RELENTLESS,https://images.ctfassets.net/rs6bgs1g8dbr/3NZgHhXOl7LlUmWvaBAR03/045eb8a726dd5c7848fa2ac9c60238a3/physical_relentless_plus.png,Fifa24,,,,
Bukayo Saka,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246669.png.adapt.50w.png,RW,86,85,88,82,81,82,83,78,79,79,82,79,83,83,69,81,69,81,87,85,86,85,87,89,80,60,62,45,60,62,60,70,70,84,63,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/246669.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Arsenal,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,Premier League,Left,22,"178CM / 5'10""FT",65KG / 143LBS,High,Medium,TECHNICAL,https://images.ctfassets.net/rs6bgs1g8dbr/6QhFtZPXQHG2jJXLTzbznr/8b2f6c64f3aadaf32e3a2f1781d773b6/ball_control_technical_dribbler.png,Fifa24,,,,
Sandro Tonali,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241096.png.adapt.50w.png,CDM,86,84,81,86,74,75,69,82,83,68,64,81,79,78,81,85,83,75,81,81,83,83,85,78,84,82,84,70,83,84,81,84,84,86,82,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/241096.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Newcastle Utd,https://images.ctfassets.net/rs6bgs1g8dbr/3owxOhrktlKmPKAGZw3bxu/8878cf46de2cf24e1b4bfcfb2c4b695a/13.png,Premier League,Right,24,"181CM / 5'11""FT",79KG / 174LBS,Medium,High,LONG BALL PASS,https://images.ctfassets.net/rs6bgs1g8dbr/6cnq9K8MA36MqTTq6I76HO/5af8e33cd0e75ea39eadc0781e86bb23/passing_lob_pass_master.png,Fifa24,,,,
Marcos Acuña,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224334.png.adapt.50w.png,LB,85,75,76,75,74,80,66,83,81,67,76,83,82,86,75,84,77,88,83,83,90,84,84,82,86,81,81,61,81,85,84,84,80,91,82,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/224334.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Sevilla FC,https://images.ctfassets.net/rs6bgs1g8dbr/1Sb2cM0OTHadGOu7hgdjQd/03ee18584b92855cd8cc8e738fa42ba0/481.png,LALIGA EA SPORTS,Left,32,"172CM / 5'8""FT",69KG / 152LBS,High,High,POWER SHOT,https://images.ctfassets.net/rs6bgs1g8dbr/484Ib1DGnKLwIekNohgEAs/94073bea49a4f6c643733f27ca66689a/finishing_power_shot.png,Fifa24,,,,
